Date,Description,Amount,Transaction Type,Category,Account Name
2019-05-09,Credit Card Payment,596.2825581125518,debit,Credit Card Payment,Checking
2019-05-09,Gas Company,30.0,debit,Utilities,Checking
2019-05-09,Credit Card Payment,595.4652083303386,credit,Credit Card Payment,Platinum Card
2019-05-10,Best Buy,21.39,debit,Electronics & Software,Silver Card
2019-05-10,Phone Company,110.90994425761389,debit,Mobile Phone,Checking
2019-05-10,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-05-10,Phone Company,65.0,debit,Mobile Phone,Checking
2019-05-11,Mike's Construction Co.,7899.716449362687,debit,Home Improvement,Checking
2019-05-11,Grocery Store,59.586410244929574,debit,Groceries,Platinum Card
2019-05-11,Biweekly Paycheck,2016.0562100191219,credit,Paycheck,Checking
2019-05-12,Liquor Store,28.732681829441383,debit,Alcohol & Bars,Platinum Card
2019-05-12,Fancy Restaurant,78.52024941172962,debit,Restaurants,Platinum Card
2019-05-12,Shell,34.11090981862301,debit,Gas & Fuel,Platinum Card
2019-05-13,Greek Restaurant,23.11,debit,Restaurants,Silver Card
2019-05-13,Fancy Restaurant,98.19,debit,Restaurants,Silver Card
2019-05-13,QuikTrip,35.24,debit,Gas & Fuel,Silver Card
2019-05-13,Credit Card Payment,480.88,debit,Credit Card Payment,Checking
2019-05-14,Grocery Store,2.02,debit,Groceries,Silver Card
2019-05-14,Grocery Store,67.01896417837935,debit,Groceries,Silver Card
2019-05-15,Power Company,59.169747736427496,debit,Utilities,Checking
2019-05-15,Power Company,60.0,debit,Utilities,Checking
2019-05-17,City Water Charges,34.65626580233377,debit,Utilities,Checking
2019-05-17,City Water Charges,35.0,debit,Utilities,Checking
2019-05-17,Barbershop,28.129728275441302,debit,Haircut,Silver Card
2019-05-17,Credit Card Payment,575.33,credit,Credit Card Payment,Platinum Card
2019-05-18,Amazon,6.3846770719953465,debit,Shopping,Platinum Card
2019-05-18,State Farm,76.54062550331632,debit,Auto Insurance,Checking
2019-05-19,Grocery Store,31.445919981235022,debit,Groceries,Silver Card
2019-05-19,Credit Card Payment,211.3411384367406,credit,Credit Card Payment,Platinum Card
2019-05-19,Greek Restaurant,23.967783250757723,debit,Restaurants,Silver Card
2019-05-20,Credit Card Payment,415.47,debit,Credit Card Payment,Checking
2019-05-20,State Farm,75.0,debit,Auto Insurance,Checking
2019-05-20,American Tavern,32.53,debit,Restaurants,Silver Card
2019-05-21,Credit Card Payment,281.69813874423653,credit,Credit Card Payment,Silver Card
2019-05-21,Thai Restaurant,26.34378186751738,debit,Restaurants,Silver Card
2019-05-21,Amazon,31.798765010422688,debit,Shopping,Platinum Card
2019-05-22,Credit Card Payment,285.20577679996046,debit,Credit Card Payment,Checking
2019-05-24,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-05-24,Hardware Store,27.96,debit,Home Improvement,Platinum Card
2019-05-24,BP,40.50964883166987,debit,Gas & Fuel,Silver Card
2019-05-24,Credit Card Payment,765.68,credit,Credit Card Payment,Silver Card
2019-05-24,Brunch Restaurant,8.0,debit,Restaurants,Platinum Card
2019-05-25,QuikTrip,36.76,debit,Gas & Fuel,Platinum Card
2019-05-25,Hardware Store,30.99,debit,Home Improvement,Platinum Card
2019-05-25,Biweekly Paycheck,1953.129450768139,credit,Paycheck,Checking
2019-05-25,Internet Service Provider,74.62719856130171,debit,Internet,Checking
2019-05-27,Mexican Restaurant,34.33,debit,Restaurants,Platinum Card
2019-05-28,Movie Theater,9.613028790521845,debit,Entertainment,Silver Card
2019-05-28,Grocery Store,95.27461689854276,debit,Groceries,Silver Card
2019-05-28,Credit Card Payment,765.68,debit,Credit Card Payment,Checking
2019-05-29,Movie Theater,5.993788805086471,debit,Movies & DVDs,Silver Card
2019-05-29,Movie Theater,19.710718576530123,debit,Movies & DVDs,Silver Card
2019-05-30,American Tavern,34.82,debit,Restaurants,Platinum Card
2019-05-30,Internet Service Provider,75.0,debit,Internet,Checking
2019-06-01,BP,37.77899141526519,debit,Gas & Fuel,Platinum Card
2019-06-01,Grocery Store,6.339467213549506,debit,Groceries,Platinum Card
2019-06-01,Amazon,13.09,debit,Shopping,Platinum Card
2019-06-01,Amazon,13.37108681857195,debit,Shopping,Platinum Card
2019-06-02,Credit Card Payment,476.1781804676268,credit,Credit Card Payment,Platinum Card
2019-06-02,Credit Card Payment,236.86649874633457,credit,Credit Card Payment,Silver Card
2019-06-03,Credit Card Payment,260.95,credit,Credit Card Payment,Platinum Card
2019-06-03,Starbucks,2.75,debit,Coffee Shops,Platinum Card
2019-06-03,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking
2019-06-03,Italian Restaurant,64.27970461346641,debit,Restaurants,Platinum Card
2019-06-04,Netflix,13.9,debit,Television,Platinum Card
2019-06-04,Barbershop,30.0,debit,Haircut,Platinum Card
2019-06-04,Credit Card Payment,235.49124809642197,debit,Credit Card Payment,Checking
2019-06-04,Grocery Store,23.713124257873837,debit,Groceries,Platinum Card
2019-06-04,Netflix,11.434118926302602,debit,Movies & DVDs,Platinum Card
2019-06-04,Mortgage Payment,1255.5125340818054,debit,Mortgage & Rent,Checking
2019-06-05,Mexican Restaurant,23.24,debit,Restaurants,Platinum Card
2019-06-05,Grocery Store,23.0,debit,Groceries,Platinum Card
2019-06-06,Starbucks,3.996229934841462,debit,Coffee Shops,Platinum Card
2019-06-06,Grocery Store,5.64,debit,Groceries,Platinum Card
2019-06-06,Starbucks,3.75,debit,Coffee Shops,Platinum Card
2019-06-07,Gas Company,30.0,debit,Utilities,Checking
2019-06-07,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-06-07,Credit Card Payment,458.56,debit,Credit Card Payment,Checking
2019-06-08,Biweekly Paycheck,1968.519338346574,credit,Paycheck,Checking
2019-06-08,Gas Company,29.796171684415786,debit,Utilities,Checking
2019-06-09,Spotify,10.69,debit,Music,Platinum Card
2019-06-09,Grocery Store,9.517242711567405,debit,Groceries,Platinum Card
2019-06-09,Chick-Fil-A,16.583866380897845,debit,Fast Food,Platinum Card
2019-06-09,Spotify,10.52434458852185,debit,Music,Platinum Card
2019-06-10,Grocery Store,46.18150424348152,debit,Groceries,Platinum Card
2019-06-12,Phone Company,65.0,debit,Mobile Phone,Checking
2019-06-12,Phone Company,92.31030560443688,debit,Mobile Phone,Checking
2019-06-12,Grocery Store,12.2574469298741,debit,Groceries,Platinum Card
2019-06-13,Credit Card Payment,152.72,debit,Credit Card Payment,Checking
2019-06-13,Credit Card Payment,152.72,credit,Credit Card Payment,Platinum Card
2019-06-14,Grocery Store,6.801616106038452,debit,Groceries,Platinum Card
2019-06-14,Grocery Store,10.69,debit,Groceries,Silver Card
2019-06-14,Credit Card Payment,294.3015385391963,debit,Credit Card Payment,Checking
2019-06-14,Credit Card Payment,279.25942279958133,credit,Credit Card Payment,Platinum Card
2019-06-15,BP,33.16,debit,Gas & Fuel,Silver Card
2019-06-15,Power Company,59.97721618942457,debit,Utilities,Checking
2019-06-16,Pizza Place,22.270440123165287,debit,Fast Food,Platinum Card
2019-06-16,Grocery Store,13.823182807402803,debit,Groceries,Platinum Card
2019-06-16,Starbucks,3.066720712955015,debit,Coffee Shops,Platinum Card
2019-06-17,Power Company,60.0,debit,Utilities,Checking
2019-06-17,City Water Charges,35.0,debit,Utilities,Checking
2019-06-18,City Water Charges,34.24458308836464,debit,Utilities,Checking
2019-06-18,Brewing Company,15.0,debit,Alcohol & Bars,Silver Card
2019-06-18,Shell,41.83,debit,Gas & Fuel,Silver Card
2019-06-19,State Farm,75.0,debit,Auto Insurance,Checking
2019-06-19,Grocery Store,2.681016148675503,debit,Groceries,Platinum Card
2019-06-19,Shell,38.48427179238449,debit,Gas & Fuel,Platinum Card
2019-06-20,Credit Card Payment,375.26,debit,Credit Card Payment,Checking
2019-06-20,Credit Card Payment,100.68,credit,Credit Card Payment,Silver Card
2019-06-20,State Farm,72.69254379561984,debit,Auto Insurance,Checking
2019-06-20,Barbershop,30.684165135155762,debit,Haircut,Silver Card
2019-06-20,Credit Card Payment,89.18720958597648,credit,Credit Card Payment,Silver Card
2019-06-20,Mike's Construction Co.,9200.0,debit,Home Improvement,Checking
2019-06-21,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-06-21,Credit Card Payment,89.10695518138107,debit,Credit Card Payment,Checking
2019-06-21,Credit Card Payment,100.68,debit,Credit Card Payment,Checking
2019-06-22,Biweekly Paycheck,2031.7181805336113,credit,Paycheck,Checking
2019-06-23,Amazon,77.59852983765417,debit,Shopping,Platinum Card
2019-06-23,Brunch Restaurant,8.285975756123324,debit,Restaurants,Silver Card
2019-06-24,Brewing Company,15.0,debit,Alcohol & Bars,Silver Card
2019-06-25,Credit Card Payment,923.1752149747172,debit,Credit Card Payment,Checking
2019-06-25,Internet Service Provider,75.42409973771463,debit,Internet,Checking
2019-06-25,Credit Card Payment,949.5140577226852,credit,Credit Card Payment,Platinum Card
2019-06-26,Grocery Store,9.766718440559309,debit,Groceries,Silver Card
2019-06-27,Pizza Place,22.215843021268693,debit,Fast Food,Platinum Card
2019-06-27,Starbucks,3.489988386638748,debit,Coffee Shops,Silver Card
2019-06-28,Grocery Store,7.766484983970767,debit,Groceries,Silver Card
2019-06-28,BP,30.64,debit,Gas & Fuel,Silver Card
2019-06-30,Internet Service Provider,75.0,debit,Internet,Checking
2019-07-01,Starbucks,7.0,debit,Coffee Shops,Silver Card
2019-07-01,Amazon,13.09,debit,Shopping,Platinum Card
2019-07-01,Grocery Store,99.47,debit,Groceries,Silver Card
2019-07-01,Hawaiian Grill,24.97,debit,Restaurants,Silver Card
2019-07-01,Amazon,13.06132683955392,debit,Shopping,Platinum Card
2019-07-01,Thai Restaurant,24.0,debit,Restaurants,Silver Card
2019-07-02,Movie Theater,25.762723527224313,debit,Movies & DVDs,Silver Card
2019-07-02,Mortgage Payment,1224.732177820103,debit,Mortgage & Rent,Checking
2019-07-02,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking
2019-07-02,Hardware Store,229.9,debit,Home Improvement,Platinum Card
2019-07-02,American Tavern,35.109913662478924,debit,Restaurants,Silver Card
2019-07-04,Netflix,11.877205592538015,debit,Movies & DVDs,Platinum Card
2019-07-04,BP,35.905870639290036,debit,Gas & Fuel,Silver Card
2019-07-04,Netflix,13.9,debit,Television,Platinum Card
2019-07-05,Biweekly Paycheck,2250.0,credit,Paycheck,Checking
2019-07-05,Brewing Company,19.0,debit,Alcohol & Bars,Silver Card
2019-07-05,Amazon,220.37921452249367,debit,Shopping,Platinum Card
2019-07-05,Grocery Store,44.42720236394283,debit,Groceries,Silver Card
2019-07-06,Greek Restaurant,23.26,debit,Restaurants,Platinum Card
2019-07-06,Credit Card Payment,220.08,credit,Credit Card Payment,Silver Card
2019-07-06,Grocery Store,92.98,debit,Groceries,Platinum Card
2019-07-06,Amazon Video,6.702952233866127,debit,Movies & DVDs,Platinum Card
2019-07-06,Biweekly Paycheck,2007.2627592381918,credit,Paycheck,Checking
2019-07-07,Hardware Store,103.14,debit,Home Improvement,Platinum Card
2019-07-08,Credit Card Payment,220.08,debit,Credit Card Payment,Checking
2019-07-08,Credit Card Payment,305.28,debit,Credit Card Payment,Checking
2019-07-08,Credit Card Payment,265.93099944044013,credit,Credit Card Payment,Platinum Card
2019-07-09,Credit Card Payment,242.00554564024304,credit,Credit Card Payment,Silver Card
2019-07-09,Credit Card Payment,258.21935329276226,debit,Credit Card Payment,Checking
2019-07-09,Spotify,11.05729206217323,debit,Music,Platinum Card
2019-07-09,Spotify,10.69,debit,Music,Platinum Card
2019-07-09,Credit Card Payment,549.72,credit,Credit Card Payment,Platinum Card
2019-07-10,Credit Card Payment,245.74798169247862,debit,Credit Card Payment,Checking
2019-07-10,Grocery Store,5.443710033592958,debit,Groceries,Silver Card
2019-07-10,Gas Company,30.0,debit,Utilities,Checking
2019-07-10,Phone Company,65.0,debit,Mobile Phone,Checking
2019-07-10,Gas Company,31.629539215005266,debit,Utilities,Checking
2019-07-11,Phone Company,90.94500704817182,debit,Mobile Phone,Checking
2019-07-14,Go Mart,33.729402524414006,debit,Gas & Fuel,Silver Card
2019-07-15,Circle K,35.525120983006545,debit,Gas & Fuel,Platinum Card
2019-07-15,Grocery Store,87.14,debit,Groceries,Silver Card
2019-07-16,Amazon,89.99,debit,Shopping,Platinum Card
2019-07-16,Power Company,60.0,debit,Utilities,Checking
2019-07-17,Power Company,60.17822475470976,debit,Utilities,Checking
2019-07-17,City Water Charges,36.830820375743286,debit,Utilities,Checking
2019-07-17,Wendy's,15.180347781403277,debit,Fast Food,Silver Card
2019-07-17,City Water Charges,35.0,debit,Utilities,Checking
2019-07-18,State Farm,75.0,debit,Auto Insurance,Checking
2019-07-18,Credit Card Payment,814.5,debit,Credit Card Payment,Checking
2019-07-18,BP,36.42,debit,Gas & Fuel,Silver Card
2019-07-18,Grocery Store,29.83,debit,Groceries,Platinum Card
2019-07-18,Brunch Restaurant,8.82,debit,Restaurants,Platinum Card
2019-07-18,State Farm,75.54430393234597,debit,Auto Insurance,Checking
2019-07-18,Irish Restaurant,28.335657012209953,debit,Alcohol & Bars,Platinum Card
2019-07-19,Credit Card Payment,115.52,credit,Credit Card Payment,Platinum Card
2019-07-19,Biweekly Paycheck,2250.0,credit,Paycheck,Checking
2019-07-19,Mexican Restaurant,28.0,debit,Restaurants,Platinum Card
2019-07-20,Biweekly Paycheck,2006.2386203949734,credit,Paycheck,Checking
2019-07-20,Credit Card Payment,101.5816725431813,debit,Credit Card Payment,Checking
2019-07-20,Credit Card Payment,104.2452899140607,credit,Credit Card Payment,Platinum Card
2019-07-20,Credit Card Payment,61.32940296486578,credit,Credit Card Payment,Silver Card
2019-07-21,Grocery Store,28.29284531549329,debit,Groceries,Platinum Card
2019-07-21,Barbershop,30.231009016107397,debit,Haircut,Platinum Card
2019-07-22,Thai Restaurant,26.67,debit,Restaurants,Silver Card
2019-07-22,Credit Card Payment,257.08,credit,Credit Card Payment,Silver Card
2019-07-23,Credit Card Payment,59.43049952334815,debit,Credit Card Payment,Checking
2019-07-23,Starbucks,9.66179639493654,debit,Fast Food,Platinum Card
2019-07-23,Credit Card Payment,257.08,debit,Credit Card Payment,Checking
2019-07-24,American Tavern,26.849677148158836,debit,Restaurants,Platinum Card
2019-07-24,Starbucks,2.5,debit,Coffee Shops,Silver Card
2019-07-25,Internet Service Provider,77.4375637893603,debit,Internet,Checking
2019-07-26,Conoco,33.61194131932143,debit,Gas & Fuel,Silver Card
2019-07-27,Barbershop,30.0,debit,Haircut,Silver Card
2019-07-28,Grocery Store,7.8853830552743105,debit,Groceries,Silver Card
2019-07-28,Hardware Store,44.31,debit,Home Improvement,Platinum Card
2019-07-29,Fancy Restaurant,44.92,debit,Restaurants,Silver Card
2019-07-29,Grocery Store,5.35,debit,Groceries,Platinum Card
2019-07-30,American Tavern,33.964419599787526,debit,Restaurants,Silver Card
2019-07-30,Grocery Store,15.77,debit,Groceries,Platinum Card
2019-07-30,Internet Service Provider,75.0,debit,Internet,Checking
2019-07-31,Brewing Company,6.8682192618716424,debit,Alcohol & Bars,Silver Card
2019-08-01,Amazon,12.961993029327624,debit,Shopping,Platinum Card
2019-08-01,Amazon,13.09,debit,Shopping,Platinum Card
2019-08-02,Shell,39.886159497811384,debit,Gas & Fuel,Silver Card
2019-08-02,Mortgage Payment,1250.184393179999,debit,Mortgage & Rent,Checking
2019-08-02,Biweekly Paycheck,2250.0,credit,Paycheck,Checking
2019-08-02,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking
2019-08-02,Credit Card Payment,819.3678043612038,credit,Credit Card Payment,Platinum Card
2019-08-03,Grocery Store,6.347347298826761,debit,Groceries,Silver Card
2019-08-03,Biweekly Paycheck,2037.803148603115,credit,Paycheck,Checking
2019-08-03,Grocery Store,3.96,debit,Groceries,Platinum Card
2019-08-03,American Tavern,23.47,debit,Restaurants,Platinum Card
2019-08-03,BP,36.36,debit,Gas & Fuel,Platinum Card
2019-08-04,Netflix,13.9,debit,Television,Platinum Card
2019-08-04,Netflix,11.700416231586008,debit,Movies & DVDs,Platinum Card
2019-08-05,Brewing Company,18.0,debit,Alcohol & Bars,Silver Card
2019-08-05,Credit Card Payment,349.28,credit,Credit Card Payment,Platinum Card
2019-08-05,Credit Card Payment,117.65,credit,Credit Card Payment,Silver Card
2019-08-06,Hardware Store,125.0,debit,Home Improvement,Checking
2019-08-06,Credit Card Payment,521.17,debit,Credit Card Payment,Checking
2019-08-06,Credit Card Payment,117.65,debit,Credit Card Payment,Checking
2019-08-06,Amazon,77.03893939025578,debit,Shopping,Platinum Card
2019-08-08,Grocery Store,11.72,debit,Groceries,Silver Card
2019-08-09,Gas Company,30.50312099741379,debit,Utilities,Checking
2019-08-09,Spotify,10.69,debit,Music,Platinum Card
2019-08-09,Spotify,10.814453296469608,debit,Music,Platinum Card
2019-08-09,Gas Company,30.0,debit,Utilities,Checking
2019-08-10,Phone Company,90.18344136196099,debit,Mobile Phone,Checking
2019-08-11,Chick-Fil-A,13.623138382290808,debit,Fast Food,Platinum Card
2019-08-11,Valero,33.46398277178317,debit,Gas & Fuel,Platinum Card
2019-08-12,Phone Company,65.0,debit,Mobile Phone,Checking
2019-08-12,Thai Restaurant,26.67,debit,Restaurants,Silver Card
2019-08-14,Starbucks,2.75,debit,Coffee Shops,Platinum Card
2019-08-15,Credit Card Payment,277.8926286213274,credit,Credit Card Payment,Silver Card
2019-08-15,Credit Card Payment,335.2,debit,Credit Card Payment,Checking
2019-08-15,Power Company,61.05198224073191,debit,Utilities,Checking
2019-08-15,Power Company,60.0,debit,Utilities,Checking
2019-08-15,Credit Card Payment,163.30505379141167,credit,Credit Card Payment,Platinum Card
2019-08-15,Grocery Store,5.715217133329357,debit,Groceries,Platinum Card
2019-08-15,Shell,41.57591341650617,debit,Gas & Fuel,Platinum Card
2019-08-16,City Water Charges,35.0,debit,Utilities,Checking
2019-08-16,Biweekly Paycheck,2250.0,credit,Paycheck,Checking
2019-08-16,Credit Card Payment,267.51413326537926,debit,Credit Card Payment,Checking
2019-08-16,City Water Charges,35.50749210300002,debit,Utilities,Checking
2019-08-17,Credit Card Payment,87.17,credit,Credit Card Payment,Platinum Card
2019-08-17,Grocery Store,33.15,debit,Groceries,Platinum Card
2019-08-17,Amazon,15.612759861331764,debit,Shopping,Platinum Card
2019-08-17,Biweekly Paycheck,1976.4734342662514,credit,Paycheck,Checking
2019-08-17,Barbershop,19.0,debit,Haircut,Platinum Card
2019-08-17,American Tavern,3.5,debit,Restaurants,Platinum Card
2019-08-18,Amazon,22.289285149738127,debit,Shopping,Platinum Card
2019-08-19,Credit Card Payment,1248.95,debit,Credit Card Payment,Checking
2019-08-20,State Farm,75.0,debit,Auto Insurance,Checking
2019-08-20,State Farm,75.10966424948158,debit,Auto Insurance,Checking
2019-08-20,Starbucks,2.75,debit,Coffee Shops,Platinum Card
2019-08-21,Credit Card Payment,32.745715082063505,credit,Credit Card Payment,Silver Card
2019-08-21,Credit Card Payment,98.50211980670048,debit,Credit Card Payment,Checking
2019-08-21,Credit Card Payment,98.29140863535098,credit,Credit Card Payment,Platinum Card
2019-08-21,Shell,34.69,debit,Gas & Fuel,Platinum Card
2019-08-22,Credit Card Payment,35.031199688159774,debit,Credit Card Payment,Checking
2019-08-23,Starbucks,2.75,debit,Coffee Shops,Platinum Card
2019-08-24,American Tavern,43.42407437928149,debit,Restaurants,Platinum Card
2019-08-25,Brunch Restaurant,39.43,debit,Restaurants,Platinum Card
2019-08-26,Hardware Store,66.75,debit,Home Improvement,Silver Card
2019-08-27,Internet Service Provider,76.1050768603058,debit,Internet,Checking
2019-08-29,Starbucks,3.0,debit,Coffee Shops,Platinum Card
2019-08-30,Shell,35.158749516832245,debit,Gas & Fuel,Platinum Card
2019-08-30,Biweekly Paycheck,2250.0,credit,Paycheck,Checking
2019-08-30,Internet Service Provider,75.0,debit,Internet,Checking
2019-08-30,Starbucks,2.75,debit,Coffee Shops,Platinum Card
2019-08-31,Biweekly Paycheck,1984.4129532742913,credit,Paycheck,Checking
2019-08-31,Grocery Store,11.64409138127962,debit,Groceries,Platinum Card
2019-08-31,BBQ Restaurant,41.78,debit,Restaurants,Silver Card
2019-08-31,Hardware Store,68.04,debit,Home Improvement,Platinum Card
2019-09-01,Amazon,13.113228303073532,debit,Shopping,Platinum Card
2019-09-01,Brewing Company,48.74164307405442,debit,Alcohol & Bars,Platinum Card
2019-09-01,Amazon,13.09,debit,Shopping,Platinum Card
2019-09-02,Amazon,111.95252472506111,debit,Shopping,Platinum Card
2019-09-03,Fancy Restaurant,41.24,debit,Restaurants,Silver Card
2019-09-03,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking
2019-09-04,Netflix,13.9,debit,Television,Platinum Card
2019-09-04,Mortgage Payment,1258.3684449797202,debit,Mortgage & Rent,Checking
2019-09-04,Netflix,11.575983872551936,debit,Movies & DVDs,Platinum Card
2019-09-04,Credit Card Payment,697.8729639759291,credit,Credit Card Payment,Platinum Card
2019-09-04,Credit Card Payment,702.5504455535247,debit,Credit Card Payment,Checking
2019-09-05,Starbucks,3.75,debit,Coffee Shops,Platinum Card
2019-09-06,Credit Card Payment,1390.37,credit,Credit Card Payment,Platinum Card
2019-09-06,Credit Card Payment,1390.37,debit,Credit Card Payment,Checking
2019-09-06,Credit Card Payment,502.75,debit,Credit Card Payment,Checking
2019-09-07,Gas Company,30.592116169755272,debit,Utilities,Checking
2019-09-07,Brewing Company,12.87,debit,Alcohol & Bars,Platinum Card
2019-09-08,Brewing Company,19.3,debit,Alcohol & Bars,Platinum Card
2019-09-09,Spotify,10.69,debit,Music,Platinum Card
2019-09-09,Grocery Store,65.09,debit,Groceries,Silver Card
2019-09-09,Gas Company,30.0,debit,Utilities,Checking
2019-09-09,Shell,28.77,debit,Gas & Fuel,Platinum Card
2019-09-09,Brewing Company,18.301797643425694,debit,Alcohol & Bars,Platinum Card
2019-09-09,Spotify,10.60058494264034,debit,Music,Platinum Card
2019-09-09,Hardware Store,26.25,debit,Home Improvement,Silver Card
2019-09-11,BP,38.55396805223051,debit,Gas & Fuel,Platinum Card
2019-09-11,Grocery Store,7.816871574130476,debit,Groceries,Platinum Card
2019-09-11,Credit Card Payment,360.56,credit,Credit Card Payment,Silver Card
2019-09-11,Phone Company,65.0,debit,Mobile Phone,Checking
2019-09-12,Grocery Store,48.12925766746163,debit,Groceries,Platinum Card
2019-09-12,Phone Company,90.74260137147566,debit,Mobile Phone,Checking
2019-09-12,Credit Card Payment,360.56,debit,Credit Card Payment,Checking
2019-09-13,Biweekly Paycheck,2250.0,credit,Paycheck,Checking
2019-09-13,Grocery Store,5.593351680131715,debit,Groceries,Platinum Card
2019-09-13,Starbucks,2.75,debit,Coffee Shops,Platinum Card
2019-09-14,Grocery Store,46.44,debit,Groceries,Platinum Card
2019-09-14,Credit Card Payment,135.3672083050708,credit,Credit Card Payment,Platinum Card
2019-09-14,Biweekly Paycheck,2000.1659005772963,credit,Paycheck,Checking
2019-09-15,Amazon,47.66,debit,Shopping,Platinum Card
2019-09-16,City Water Charges,35.0,debit,Utilities,Checking
2019-09-16,Credit Card Payment,90.57,debit,Credit Card Payment,Checking
2019-09-16,Credit Card Payment,90.57,credit,Credit Card Payment,Silver Card
2019-09-17,Grocery Store,8.708107940810736,debit,Groceries,Platinum Card
2019-09-17,Grocery Store,10.19029509443335,debit,Groceries,Platinum Card
2019-09-17,Power Company,60.0,debit,Utilities,Checking
2019-09-17,Credit Card Payment,186.13,credit,Credit Card Payment,Platinum Card
2019-09-17,City Water Charges,34.92308983215144,debit,Utilities,Checking
2019-09-18,State Farm,75.0,debit,Auto Insurance,Checking
2019-09-18,Grocery Store,4.277031679392667,debit,Groceries,Platinum Card
2019-09-18,Power Company,60.78429617970434,debit,Utilities,Checking
2019-09-18,Credit Card Payment,1606.46,debit,Credit Card Payment,Checking
2019-09-19,Starbucks,2.75,debit,Coffee Shops,Platinum Card
2019-09-19,Barbershop,29.953890865363732,debit,Haircut,Platinum Card
2019-09-19,State Farm,75.2329621631105,debit,Auto Insurance,Checking
2019-09-19,Brewing Company,40.81,debit,Alcohol & Bars,Platinum Card
2019-09-20,Credit Card Payment,9.43,credit,Credit Card Payment,Silver Card
2019-09-20,Amazon,46.47574323796103,debit,Shopping,Platinum Card
2019-09-22,Seafood Restaurant,131.1,debit,Restaurants,Platinum Card
2019-09-22,Hardware Store,71.47585034848005,debit,Home Improvement,Platinum Card
2019-09-22,Hardware Store,6.741158448346239,debit,Home Improvement,Platinum Card
2019-09-23,Credit Card Payment,9.43,debit,Credit Card Payment,Checking
2019-09-23,Amazon,24.63,debit,Shopping,Platinum Card
2019-09-23,Grocery Store,27.71,debit,Groceries,Platinum Card
2019-09-25,Sushi Restaurant,50.0498295380905,debit,Restaurants,Silver Card
2019-09-25,Internet Service Provider,76.72778671396222,debit,Internet,Checking
2019-09-26,Starbucks,5.123166756123992,debit,Coffee Shops,Platinum Card
2019-09-26,Exxon,38.20805230524404,debit,Gas & Fuel,Silver Card
2019-09-27,Biweekly Paycheck,2250.0,credit,Paycheck,Checking
2019-09-27,Valero,41.289241661340725,debit,Gas & Fuel,Platinum Card
2019-09-28,Credit Card Payment,127.78449218472406,credit,Credit Card Payment,Silver Card
2019-09-28,Grocery Store,13.333917657220404,debit,Groceries,Platinum Card
2019-09-28,Credit Card Payment,283.2850544699731,debit,Credit Card Payment,Checking
2019-09-28,BP,33.46,debit,Gas & Fuel,Platinum Card
2019-09-28,Credit Card Payment,290.63490314225595,credit,Credit Card Payment,Platinum Card
2019-09-28,Sheetz,4.27,debit,Gas & Fuel,Platinum Card
2019-09-28,Biweekly Paycheck,1949.4251015258214,credit,Paycheck,Checking
2019-09-29,Greek Restaurant,23.361901473070766,debit,Restaurants,Platinum Card
2019-09-29,German Restaurant,44.79070180349525,debit,Restaurants,Platinum Card
2019-09-30,Starbucks,1.75,debit,Coffee Shops,Platinum Card
2019-09-30,Internet Service Provider,75.0,debit,Internet,Checking
2019-10-01,Starbucks,3.042692211581027,debit,Coffee Shops,Platinum Card
2019-10-01,Credit Card Payment,128.03136557085824,debit,Credit Card Payment,Checking
2019-10-01,Grocery Store,15.811642564369945,debit,Groceries,Platinum Card
2019-10-01,Amazon,13.081281148781853,debit,Shopping,Platinum Card
2019-10-02,Credit Card Payment,123.92372464316583,credit,Credit Card Payment,Platinum Card
2019-10-02,Credit Card Payment,125.4738145659442,debit,Credit Card Payment,Checking
2019-10-02,Mortgage Payment,1224.963724424964,debit,Mortgage & Rent,Checking
2019-10-04,Netflix,12.264546281355292,debit,Movies & DVDs,Platinum Card
2019-10-06,American Tavern,27.001696891650756,debit,Restaurants,Silver Card
2019-10-08,Hardware Store,81.57909742957315,debit,Home Improvement,Silver Card
2019-10-08,Hardware Store,30.47064748637571,debit,Home Improvement,Silver Card
2019-10-08,Shell,37.84480552492646,debit,Gas & Fuel,Silver Card
2019-10-09,Spotify,11.07650357213823,debit,Music,Platinum Card
2019-10-09,Amazon,19.492157070001543,debit,Shopping,Platinum Card
2019-10-09,Gas Company,29.53192015290556,debit,Utilities,Checking
2019-10-10,Grocery Store,53.79413940851758,debit,Groceries,Silver Card
2019-10-11,Phone Company,89.96887380208003,debit,Mobile Phone,Checking
2019-10-12,Biweekly Paycheck,1989.3507003969632,credit,Paycheck,Checking
2019-10-16,Power Company,60.06663169438629,debit,Utilities,Checking
2019-10-17,City Water Charges,34.59247474126617,debit,Utilities,Checking
2019-10-18,Brunch Restaurant,8.049069541063984,debit,Restaurants,Platinum Card
2019-10-18,Hardware Store,46.54748460419312,debit,Home Improvement,Platinum Card
2019-10-18,Grocery Store,34.545787394942415,debit,Groceries,Platinum Card
